session;method;gender;emotion;n_annotators;agreement;path
3;impro;M;neu;4;2;Session3/sentences/wav/Ses03M_impro04/Ses03M_impro04_F031.wav
3;impro;M;neu;4;2;Session3/sentences/wav/Ses03M_impro04/Ses03M_impro04_F032.wav
3;impro;M;neu;4;2;Session3/sentences/wav/Ses03M_impro04/Ses03M_impro04_M014.wav
3;impro;M;neu;4;2;Session3/sentences/wav/Ses03M_impro04/Ses03M_impro04_M038.wav
3;impro;F;neu;4;2;Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_M010.wav
3;impro;F;neu;4;2;Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_M011.wav
3;impro;F;neu;4;2;Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_M016.wav
3;impro;F;neu;4;2;Session3/sentences/wav/Ses03F_impro05/Ses03F_impro05_M003.wav
3;impro;F;neu;4;2;Session3/sentences/wav/Ses03F_impro05/Ses03F_impro05_M011.wav
3;impro;F;neu;4;2;Session3/sentences/wav/Ses03F_impro05/Ses03F_impro05_M014.wav
3;impro;M;neu;4;2;Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_M010.wav
3;impro;M;neu;4;2;Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_F015.wav
3;impro;M;neu;4;2;Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_F018.wav
3;impro;M;neu;4;2;Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_F036.wav
3;impro;M;neu;4;2;Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_M028.wav
3;impro;M;neu;4;2;Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_M033.wav
3;impro;M;neu;4;2;Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_M038.wav
3;impro;F;neu;4;2;Session3/sentences/wav/Ses03F_impro08/Ses03F_impro08_F002.wav
3;impro;F;neu;4;2;Session3/sentences/wav/Ses03F_impro08/Ses03F_impro08_F010.wav
3;impro;F;neu;4;2;Session3/sentences/wav/Ses03F_impro08/Ses03F_impro08_F015.wav
3;impro;F;neu;4;2;Session3/sentences/wav/Ses03F_impro08/Ses03F_impro08_F016.wav
3;impro;F;neu;4;2;Session3/sentences/wav/Ses03F_impro08/Ses03F_impro08_F026.wav
3;impro;F;neu;4;2;Session3/sentences/wav/Ses03F_impro08/Ses03F_impro08_F029.wav
3;impro;F;neu;4;2;Session3/sentences/wav/Ses03F_impro08/Ses03F_impro08_M021.wav
3;impro;F;neu;4;2;Session3/sentences/wav/Ses03F_impro01/Ses03F_impro01_F002.wav
3;impro;F;neu;4;2;Session3/sentences/wav/Ses03F_impro07/Ses03F_impro07_F015.wav
3;impro;F;neu;4;2;Session3/sentences/wav/Ses03F_impro07/Ses03F_impro07_F031.wav
3;impro;F;neu;4;2;Session3/sentences/wav/Ses03F_impro07/Ses03F_impro07_M000.wav
3;impro;F;neu;4;2;Session3/sentences/wav/Ses03F_impro07/Ses03F_impro07_M001.wav
3;impro;F;neu;4;2;Session3/sentences/wav/Ses03F_impro07/Ses03F_impro07_M003.wav
3;impro;F;neu;4;2;Session3/sentences/wav/Ses03F_impro07/Ses03F_impro07_M004.wav
3;impro;F;neu;4;2;Session3/sentences/wav/Ses03F_impro07/Ses03F_impro07_M021.wav
3;impro;F;neu;4;2;Session3/sentences/wav/Ses03F_impro07/Ses03F_impro07_M023.wav
3;impro;F;neu;4;2;Session3/sentences/wav/Ses03F_impro07/Ses03F_impro07_M033.wav
3;impro;M;neu;4;2;Session3/sentences/wav/Ses03M_impro05b/Ses03M_impro05b_F021.wav
3;impro;M;neu;4;2;Session3/sentences/wav/Ses03M_impro05b/Ses03M_impro05b_F027.wav
3;impro;M;neu;4;2;Session3/sentences/wav/Ses03M_impro05b/Ses03M_impro05b_F029.wav
3;impro;M;neu;4;2;Session3/sentences/wav/Ses03M_impro05b/Ses03M_impro05b_F030.wav
3;impro;M;neu;4;2;Session3/sentences/wav/Ses03M_impro05b/Ses03M_impro05b_M019.wav
3;impro;M;neu;4;2;Session3/sentences/wav/Ses03M_impro01/Ses03M_impro01_F003.wav
5;impro;F;neu;4;2;Session5/sentences/wav/Ses05F_impro08/Ses05F_impro08_M016.wav
5;impro;F;neu;4;2;Session5/sentences/wav/Ses05F_impro08/Ses05F_impro08_M019.wav
5;impro;F;neu;4;2;Session5/sentences/wav/Ses05F_impro08/Ses05F_impro08_M022.wav
5;impro;F;neu;4;2;Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_M008.wav
5;impro;F;neu;4;2;Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_M009.wav
5;impro;F;neu;4;2;Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_M012.wav
5;impro;F;neu;4;2;Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_M016.wav
5;impro;F;neu;4;2;Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_M023.wav
5;impro;F;neu;4;2;Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_M025.wav
5;impro;F;neu;4;2;Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_M031.wav
5;impro;F;neu;4;2;Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_M034.wav
5;impro;F;neu;4;2;Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_M037.wav
5;impro;F;neu;4;2;Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_M039.wav
5;impro;F;neu;4;2;Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_M040.wav
5;impro;F;neu;4;2;Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_M041.wav
5;impro;F;neu;4;2;Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M000.wav
5;impro;F;neu;4;2;Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M001.wav
5;impro;F;neu;4;2;Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M003.wav
5;impro;F;neu;4;2;Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M004.wav
5;impro;F;neu;4;2;Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M005.wav
5;impro;F;neu;4;2;Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M010.wav
5;impro;F;neu;4;2;Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M012.wav
5;impro;F;neu;4;2;Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M013.wav
5;impro;F;neu;4;2;Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M017.wav
5;impro;F;neu;4;2;Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M020.wav
5;impro;F;neu;4;2;Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M022.wav
5;impro;F;neu;4;2;Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M026.wav
5;impro;F;neu;4;2;Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M027.wav
5;impro;F;neu;4;2;Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M034.wav
5;impro;F;neu;4;2;Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M035.wav
5;impro;F;neu;4;2;Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M037.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F004.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F008.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F015.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F024.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M008.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M010.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M011.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M020.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M021.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M023.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M026.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M029.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M031.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M032.wav
1;script;M;neu;3;2;Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F025.wav
1;script;M;neu;3;2;Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F026.wav
1;script;M;neu;3;2;Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M000.wav
1;script;M;neu;3;2;Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M002.wav
1;script;M;neu;3;2;Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M017.wav
1;script;M;neu;3;2;Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M037.wav
1;script;M;neu;3;2;Session1/sentences/wav/Ses01M_script01_2/Ses01M_script01_2_M000.wav
1;script;M;neu;3;2;Session1/sentences/wav/Ses01M_script01_2/Ses01M_script01_2_M001.wav
1;script;M;neu;3;2;Session1/sentences/wav/Ses01M_script01_2/Ses01M_script01_2_M007.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F004.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F005.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F030.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F031.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M001.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M002.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M004.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M010.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M011.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M016.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M018.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M019.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M031.wav
1;script;M;neu;3;2;Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F000.wav
1;script;M;neu;3;2;Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F019.wav
1;script;M;neu;3;2;Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F047.wav
1;script;M;neu;3;2;Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M008.wav
1;script;M;neu;3;2;Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M013.wav
1;script;M;neu;3;2;Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M019.wav
1;script;M;neu;3;2;Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M020.wav
1;script;M;neu;3;2;Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M021.wav
1;script;M;neu;3;2;Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M022.wav
1;script;M;neu;3;2;Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M023.wav
1;script;M;neu;3;2;Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M025.wav
1;script;M;neu;3;2;Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M027.wav
1;script;M;neu;3;2;Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M028.wav
1;script;M;neu;3;2;Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M029.wav
1;script;M;neu;3;2;Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M030.wav
1;script;M;neu;3;2;Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M039.wav
1;script;M;neu;3;2;Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M040.wav
1;script;M;neu;3;2;Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M050.wav
1;script;M;neu;3;2;Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M051.wav
1;script;M;neu;3;2;Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M054.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F000.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F001.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F017.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F023.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F026.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F041.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F047.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M002.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M006.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M019.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M021.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M022.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M023.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M033.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M042.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M043.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M047.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M048.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script01_2/Ses01F_script01_2_M001.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script01_2/Ses01F_script01_2_M004.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script01_2/Ses01F_script01_2_M008.wav
1;script;M;neu;3;2;Session1/sentences/wav/Ses01M_script02_1/Ses01M_script02_1_F007.wav
1;script;M;neu;3;2;Session1/sentences/wav/Ses01M_script02_1/Ses01M_script02_1_F008.wav
1;script;M;neu;3;2;Session1/sentences/wav/Ses01M_script02_1/Ses01M_script02_1_M007.wav
1;script;M;neu;3;2;Session1/sentences/wav/Ses01M_script02_1/Ses01M_script02_1_M009.wav
1;script;M;neu;3;2;Session1/sentences/wav/Ses01M_script02_1/Ses01M_script02_1_M010.wav
1;script;M;neu;3;2;Session1/sentences/wav/Ses01M_script02_1/Ses01M_script02_1_M011.wav
1;script;M;neu;3;2;Session1/sentences/wav/Ses01M_script02_1/Ses01M_script02_1_M022.wav
1;script;M;neu;3;2;Session1/sentences/wav/Ses01M_script02_1/Ses01M_script02_1_M023.wav
1;script;M;neu;3;2;Session1/sentences/wav/Ses01M_script02_1/Ses01M_script02_1_M030.wav
1;script;M;neu;3;2;Session1/sentences/wav/Ses01M_script02_1/Ses01M_script02_1_M037.wav
1;script;M;neu;3;2;Session1/sentences/wav/Ses01M_script02_1/Ses01M_script02_1_M039.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F005.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F015.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F034.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M003.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M004.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M007.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M010.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M012.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M014.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M016.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M017.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M023.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M024.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M025.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M034.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M039.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M040.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F000.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F001.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F002.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F003.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F004.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F005.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F006.wav
1;script;F;neu;3;2;Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F007.wav
